Date,Receipt Number,Line Type,Customer Code,Customer Name,Note,Quantity,Subtotal,Sales Tax,Discount,Loyalty,Total,Paid,Details,Register,User,Status,Sku,AccountCodeSale,AccountCodePurchase,State,Attributes
2026-05-22 19:33:09,561,Payment,,,,,,,,,,65.53000,Lightspeed Payments,,,,,,,,
2026-05-22 19:26:05,559,Sale,WALKIN,,,1,29.99,2.77,0.00000,0.00000,32.76,,1 X London Times Blue White SL Dress / Size 8,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 19:26:05,559,Sale Line,,,,1.00000,29.99000,2.77408,0.00000,0.00000,32.76408,,London Times Blue White SL Dress / Size 8,,,,10007468,,,,
2026-05-22 19:25:59,559,Payment,,,,,,,,,,32.76000,Lightspeed Payments,,,,,,,,
2026-05-22 19:24:42,558,Sale,WALKIN,,,2,38.98,3.61,0.00000,0.00000,42.59,,1 X WHBM White Dress/Size 6 + 1 X Altar'd State Lace SL Blouse / Size M,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 19:24:42,558,Sale Line,,,,1.00000,18.99000,1.75658,0.00000,0.00000,20.74658,,WHBM White Dress/Size 6,,,,10007143,,,,
2026-05-22 19:24:42,558,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,Altar'd State Lace SL Blouse / Size M,,,,10005597,,,,
2026-05-22 19:24:36,558,Payment,,,,,,,,,,42.59000,Lightspeed Payments,,,,,,,,
2026-05-22 19:23:17,557,Sale,WALKIN,,,7,145.94,13.50,0.00000,0.00000,159.44,,1 X L.S. Dunes Tee Shirt Beige Size S + 1 X J. Crew Top Beige Size M + 1 X Tryst/Blk&BlueTankTop/SizeS + 1 X WHBM Burgundy Design SL Top / Size S + 1 X The Limited Off White Tank Blouse/Size XL + 1 X GradeXG/WhiBlouse/SizeM + 1 X Loft Black/White Top M,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 19:23:17,557,Sale Line,,,,1.00000,26.99000,2.49658,0.00000,0.00000,29.48658,,L.S. Dunes Tee Shirt Beige Size S,,,,10003408,,,,
2026-05-22 19:23:17,557,Sale Line,,,,1.00000,23.99000,2.21908,0.00000,0.00000,26.20908,,J. Crew Top Beige Size M,,,,10007180,,,,
2026-05-22 19:23:17,557,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,Tryst/Blk&BlueTankTop/SizeS,,,,10005340,,,,
2026-05-22 19:23:17,557,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,WHBM Burgundy Design SL Top / Size S,,,,10008188,,,,
2026-05-22 19:23:17,557,Sale Line,,,,1.00000,18.00000,1.66500,0.00000,0.00000,19.66500,,The Limited Off White Tank Blouse/Size XL,,,,10005584,,,,
2026-05-22 19:23:17,557,Sale Line,,,,1.00000,21.99000,2.03408,0.00000,0.00000,24.02408,,GradeXG/WhiBlouse/SizeM,,,,10008343,,,,
2026-05-22 19:23:17,557,Sale Line,,,,1.00000,16.99000,1.57158,0.00000,0.00000,18.56158,,Loft Black/White Top M,,,,10008461,,,,
2026-05-22 19:23:09,557,Payment,,,,,,,,,,159.44000,Lightspeed Payments,,,,,,,,
2026-05-22 17:39:47,556,Sale,WALKIN,,,1,15.99,1.48,0.00000,0.00000,17.47,,1 X Green Leather Belt,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 17:39:47,556,Sale Line,,,,1.00000,15.99000,1.47908,0.00000,0.00000,17.46908,,Green Leather Belt,,,,10004791,,,,
2026-05-22 17:39:25,556,Payment,,,,,,,,,,17.47000,Lightspeed Payments,,,,,,,,
2026-05-22 17:05:04,555,Sale,WALKIN,,,1,13.00,1.20,0.00000,0.00000,14.2,,1 X Unknown Lt Grey LS Top M,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 17:05:04,555,Sale Line,,,,1.00000,13.00000,1.20250,0.00000,0.00000,14.20250,,Unknown Lt Grey LS Top M,,,,10007957,,,,
2026-05-22 17:04:55,555,Payment,,,,,,,,,,14.20000,Lightspeed Payments,,,,,,,,
2026-05-22 16:47:11,554,Sale,WALKIN,,,2,51.99,4.81,0.00000,0.00000,56.8,,1 X BlackPantwBows/SizeS + 1 X Vince Camuto SS Top Pink L,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 16:47:11,554,Sale Line,,,,1.00000,29.99000,2.77408,0.00000,0.00000,32.76408,,BlackPantwBows/SizeS,,,,10006880,,,,
2026-05-22 16:47:11,554,Sale Line,,,,1.00000,22.00000,2.03500,0.00000,0.00000,24.03500,,Vince Camuto SS Top Pink L,,,,10007974,,,,
2026-05-22 16:46:36,554,Payment,,,,,,,,,,56.80000,Lightspeed Payments,,,,,,,,
2026-05-22 16:38:30,553,Sale,WALKIN,,,1,135.00,12.49,0.00000,0.00000,147.49,,1 X Leather Fringe Dress / Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 16:38:30,553,Sale Line,,,,1.00000,135.00000,12.48750,0.00000,0.00000,147.48750,,Leather Fringe Dress / Size S,,,,10004548,,,,
2026-05-22 16:38:14,553,Payment,,,,,,,,,,147.49000,Lightspeed Payments,,,,,,,,
2026-05-22 16:16:03,552,Sale,WALKIN,,,1,24.99,2.31,0.00000,0.00000,27.3,,1 X Antonio Melani White Tank Top Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 16:16:03,552,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Antonio Melani White Tank Top Size S,,,,10006945,,,,
2026-05-22 16:15:58,552,Payment,,,,,,,,,,27.30000,Lightspeed Payments,,,,,,,,
2026-05-22 16:03:27,551,Sale,WALKIN,,,1,14.99,1.39,0.00000,0.00000,16.38,,1 X 8byYook/BlueTieTop/Size40,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 16:03:27,551,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,8byYook/BlueTieTop/Size40,,,,10008356,,,,
2026-05-22 16:03:19,551,Payment,,,,,,,,,,16.38000,Lightspeed Payments,,,,,,,,
2026-05-22 14:21:05,550,Sale,WALKIN,,,3,63.97,5.92,0.00000,0.00000,69.89,,1 X Victoriaxs SecretSlip_Ta + 1 X Primark Pink SL Blouse / Size 8 + 1 X Itsu Green Floral Skirt / Size 8,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 14:21:05,550,Sale Line,,,,1.00000,18.99000,1.75658,0.00000,0.00000,20.74658,,Victoriaxs SecretSlip_Ta / Multi color / L / 7.04,,,,10001200,,,,
2026-05-22 14:21:05,550,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Primark Pink SL Blouse / Size 8,,,,10006337,,,,
2026-05-22 14:21:05,550,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,Itsu Green Floral Skirt / Size 8,,,,10007787,,,,
2026-05-22 14:20:58,550,Payment,,,,,,,,,,69.89000,Lightspeed Payments,,,,,,,,
2026-05-22 13:28:14,549,Sale,WALKIN,,,5,140.97,13.04,0.00000,0.00000,154.01,,1 X MarilynM/FlamingoDress/SizeM + 1 X Casa Lee Beige Black Skull Vest 1 / Size S + 1 X Casa Lee Beige Black Skull Vest 2 / Size S + 1 X Foxblood Black Dress S + 1 X OneClothing/BlkWhiTiedye/SizeL + 1 X urban/shear top/blk rose/xs + -1 X Discount,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-22 13:28:14,549,Sale Line,,,,1.00000,21.99000,2.03408,0.00000,0.00000,24.02408,,MarilynM/FlamingoDress/SizeM,,,,10007752,,,,
2026-05-22 13:28:14,549,Sale Line,,,,1.00000,25.00000,2.31250,0.00000,0.00000,27.31250,,Casa Lee Beige Black Skull Vest 1 / Size S,,,,10008021,,,,
2026-05-22 13:28:14,549,Sale Line,,,,1.00000,25.00000,2.31250,0.00000,0.00000,27.31250,,Casa Lee Beige Black Skull Vest 2 / Size S,,,,10008022,,,,
2026-05-22 13:28:14,549,Sale Line,,,,1.00000,39.00000,3.60750,0.00000,0.00000,42.60750,,Foxblood Black Dress S,,,,10008741,,,,
2026-05-22 13:28:14,549,Sale Line,,,,1.00000,8.99000,0.83158,0.00000,0.00000,9.82158,,OneClothing/BlkWhiTiedye/SizeL,,,,10008594,,,,
2026-05-22 13:28:14,549,Sale Line,,,,1.00000,25.99000,2.40408,0.00000,0.00000,28.39408,,urban/shear top/blk rose/xs,,,,10005489,,,,
2026-05-22 13:28:14,549,Sale Line,,,,-1.00000,-5.00000,-0.46250,0.00000,0.00000,-5.46250,,Discount,,,,vend-discount,,,,
2026-05-22 13:28:01,549,Payment,,,,,,,,,,154.01000,Lightspeed Payments,,,,,,,,
2026-05-21 17:22:39,548,Sale,WALKIN,,,1,61.98,5.73,0.00000,0.00000,67.71,,1 X Aureum NWT Yellow Blue Shorts / Size M + 1 X Unknown Purple SS Top M + -1 X Discount,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-21 17:22:39,548,Sale Line,,,,1.00000,49.99000,4.62408,0.00000,0.00000,54.61408,,Aureum NWT Yellow Blue Shorts / Size M,,,,10007838,,,,
2026-05-21 17:22:39,548,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,Unknown Purple SS Top M,,,,10008252,,,,
2026-05-21 17:22:39,548,Sale Line,,,,-1.00000,-3.00000,-0.27750,0.00000,0.00000,-3.27750,,Discount,,,,vend-discount,,,,
2026-05-21 17:22:30,548,Payment,,,,,,,,,,67.71000,Lightspeed Payments,,,,,,,,
2026-05-21 17:15:44,547,Sale,WALKIN,,,1,22.99,2.13,0.00000,0.00000,25.12,,1 X SweetPea/ Sheer Floral Top/ Size L,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-21 17:15:44,547,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,SweetPea/ Sheer Floral Top/ Size L,,,,10005440,,,,
2026-05-21 17:15:33,547,Payment,,,,,,,,,,25.12000,Lightspeed Payments,,,,,,,,
2026-05-21 12:24:54,546,Sale,WALKIN,,,1,11.99,1.11,0.00000,0.00000,13.1,,1 X MelroseM/TanStripeShorts/SizeM,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-21 12:24:54,546,Sale Line,,,,1.00000,11.99000,1.10908,0.00000,0.00000,13.09908,,MelroseM/TanStripeShorts/SizeM,,,,10008341,,,,
2026-05-21 12:24:42,546,Payment,,,,,,,,,,13.10000,Lightspeed Payments,,,,,,,,
2026-05-20 17:18:51,545,Sale,WALKIN,,,6,129.94,12.02,0.00000,0.00000,141.96,,1 X Adiva Vintage LS Blouse Size S + 1 X Divided Black Top Size 4 + 1 X NWT Rip Curl Red Top Size S + 1 X ribbed purple middle scrunk croptop/small + 1 X She & Sky White Crop Top / Size S + 1 X Banana Rep Beige Cardigan / Size XS,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-20 17:18:51,545,Sale Line,,,,1.00000,23.99000,2.21908,0.00000,0.00000,26.20908,,Adiva Vintage LS Blouse Size S,,,,10007505,,,,
2026-05-20 17:18:51,545,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,Divided Black Top Size 4,,,,10008389,,,,
2026-05-20 17:18:51,545,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,NWT Rip Curl Red Top Size S,,,,10007632,,,,
2026-05-20 17:18:51,545,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,ribbed purple middle scrunk croptop/small,,,,10006220,,,,
2026-05-20 17:18:51,545,Sale Line,,,,1.00000,21.99000,2.03408,0.00000,0.00000,24.02408,,She & Sky White Crop Top / Size S,,,,10006953,,,,
2026-05-20 17:18:51,545,Sale Line,,,,1.00000,28.99000,2.68158,0.00000,0.00000,31.67158,,Banana Rep Beige Cardigan / Size XS,,,,10005893,,,,
2026-05-20 17:18:45,545,Payment,,,,,,,,,,141.96000,Lightspeed Payments,,,,,,,,
2026-05-20 15:18:34,544,Sale,WALKIN,,,1,24.99,2.31,0.00000,0.00000,27.3,,1 X JonesNY/BlackBttnDwnDress/Size10,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-20 15:18:34,544,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,JonesNY/BlackBttnDwnDress/Size10,,,,10008334,,,,
2026-05-20 15:18:25,544,Payment,,,,,,,,,,27.30000,Lightspeed Payments,,,,,,,,
2026-05-20 14:27:27,543,Sale,WALKIN,,,2,39.98,3.70,0.00000,0.00000,43.68,,1 X Japna Blue/White SS Top S + 1 X Vintage Goth Dress Size 4,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-20 14:27:27,543,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,Japna Blue/White SS Top S,,,,10008637,,,,
2026-05-20 14:27:27,543,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Vintage Goth Dress Size 4,,,,10007275,,,,
2026-05-20 14:27:17,543,Payment,,,,,,,,,,45.00000,Cash,,,,,,,,
2026-05-20 14:27:27,543,Payment,,,,,,,,,,-1.32000,Cash,,,,,,,,
2026-05-20 14:22:10,542,Sale,WALKIN,,,3,40.97,3.79,0.00000,0.00000,44.76,,1 X HYFVE Green Halter Top L + 1 X HYFVE Yellow Top Size M + 1 X MNG white and blue floral blouse/4,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-20 14:22:10,542,Sale Line,,,,1.00000,11.99000,1.10908,0.00000,0.00000,13.09908,,HYFVE Green Halter Top L,,,,10008625,,,,
2026-05-20 14:22:10,542,Sale Line,,,,1.00000,12.99000,1.20158,0.00000,0.00000,14.19158,,HYFVE Yellow Top Size M,,,,10008645,,,,
2026-05-20 14:22:10,542,Sale Line,,,,1.00000,15.99000,1.47908,0.00000,0.00000,17.46908,,MNG white and blue floral blouse/4,,,,10008381,,,,
2026-05-20 14:22:00,542,Payment,,,,,,,,,,44.76000,Lightspeed Payments,,,,,,,,
2026-05-17 15:51:42,541,Sale,WALKIN,,,1,15.99,1.48,0.00000,0.00000,17.47,,1 X Her/PnkFlareSleeveBttnDwn/SizeS,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-17 15:51:42,541,Sale Line,,,,1.00000,15.99000,1.47908,0.00000,0.00000,17.46908,,Her/PnkFlareSleeveBttnDwn/SizeS,,,,10006115,,,,
2026-05-17 15:51:36,541,Payment,,,,,,,,,,17.47000,Lightspeed Payments,,,,,,,,
2026-05-17 15:43:49,540,Sale,WALKIN,,,2,32.98,3.05,0.00000,0.00000,36.03,,1 X Newbury Kuston Pink SS Top M + 1 X A New Day Black SL Dress / Size L,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-17 15:43:49,540,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,Newbury Kuston Pink SS Top M,,,,10008638,,,,
2026-05-17 15:43:49,540,Sale Line,,,,1.00000,17.99000,1.66408,0.00000,0.00000,19.65408,,A New Day Black SL Dress / Size L,,,,10007473,,,,
2026-05-17 15:43:42,540,Payment,,,,,,,,,,36.03000,Lightspeed Payments,,,,,,,,
2026-05-17 15:41:43,539,Sale,WALKIN,,,1,23.00,2.13,0.00000,0.00000,25.13,,1 X Foxblood Black Sheer SS Dress / Size XS,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-17 15:41:43,539,Sale Line,,,,1.00000,23.00000,2.12750,0.00000,0.00000,25.12750,,Foxblood Black Sheer SS Dress / Size XS,,,,10008011,,,,
2026-05-17 15:41:37,539,Payment,,,,,,,,,,25.13000,Lightspeed Payments,,,,,,,,
2026-05-17 15:24:06,538,Sale,WALKIN,,,1,21.99,2.03,0.00000,0.00000,24.02,,1 X Talbots Silk SL Top / Size 8,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-17 15:24:06,538,Sale Line,,,,1.00000,21.99000,2.03408,0.00000,0.00000,24.02408,,Talbots Silk SL Top / Size 8,,,,10006957,,,,
2026-05-17 15:23:58,538,Payment,,,,,,,,,,24.02000,Lightspeed Payments,,,,,,,,
2026-05-17 15:10:35,537,Sale,WALKIN,,,2,38.98,3.61,0.00000,0.00000,42.59,,1 X Loft Black Floral Dress / Size 8 + 1 X CarolinaB/RedWhiteShorts/Size10,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-05-17 15:10:35,537,Sale Line,,,,1.00000,23.99000,2.21908,0.00000,0.00000,26.20908,,Loft Black Floral Dress / Size 8,,,,10005133,,,,
2026-05-17 15:10:35,537,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,CarolinaB/RedWhiteShorts/Size10,,,,10008322,,,,
2026-05-17 15:10:29,537,Payment,,,,,,,,,,42.59000,Lightspeed Payments,,,,,,,,
2026-05-17 15:07:32,536,Sale,WALKIN,,,3,112.97,10.45,0.00000,0.00000,123.42,,1 X Bar IIICardigan_Zi + 1 X Candies Pink Jacket Size XL + 1 X Kate Spade PInk Lola Tote Bag,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
